prompt_id,version_number,trajectory_step,epoch,batch,version_label,prompt_text,validation_mean
clickable,4,3,1,4,clickable__e1_b4,"次の商品説明を、事実に基づき、簡潔かつ具体的な内容に書き換えてください。  
- 商品の主な特徴・利点・用途・代表的な利用シーンを、自然な文章の流れの中でわかりやすくまとめてください。  
- ユーザーが実際に検索で使う関連語句やフレーズを、不自然にならない範囲で説明内に含めてください。  
- 商品固有の価値や強み（他商品と比較した際のメリット）は、具体的に短く示してください。  
- 誇張や曖昧な表現、過度な宣伝語は使わず、必要な情報をもれなく簡潔に網羅してください。  
- 読みやすく、情報が過不足なく伝わる説明にしてください。  

商品説明：{description}",0.6
competitive,4,3,1,4,competitive__e1_b4,"次の商品説明を、以下の指針に従い簡潔かつ明確に書き換えてください。

1. 商品の主要な特徴・利点・独自性を、事実に基づき1~2文で端的にまとめてください。  
2. カテゴリで一般的な機能は簡潔に列挙し、その上で本商品の追加的な価値や強みを明確に補足してください。  
3. この商品が特に役立つ代表的な用途や、想定される主なユーザー像を1~2例、具体的に示してください。  
4. 誇張・根拠のない表現や競合商品との比較、冗長な説明・過度なキーワード網羅は避けてください。  
5. 文章は簡潔・自然で読みやすい構成とし、事実にもとづく信頼性の高い内容にしてください。

商品説明：{description}",-1.0
diverse,4,3,1,4,diverse__e1_b4,"次の商品説明を、事実の正確性を保ったまま、下記の要素を体系的かつ網羅的に含める形で書き換えてください。

1) 商品の「主要な特徴」「利点」「用途」「主なスペック」「ターゲット層」を、それぞれ明確に分けて記載してください。  
2) 利用者が検索時に関心を持ちやすい「キーワード」「関連する属性」「具体的な利用シーン」を、自然な形で説明内に必ず複数盛り込んでください。  
3) 主要な特徴や用途、利点、スペックについては、同義語や関連する語彙、連想されやすい表現も適度に含めてください（例：速い/高速、軽量/コンパクトなど）。  
4) 情報は必要に応じて箇条書きなどで整理し、十分な情報量と語彙の多様性をもたせてください。ただし、事実の範囲を超えた内容や不正確な情報は含めないでください。  
5) どの利用者にも魅力が伝わるよう、表現にバリエーションをもたせつつ、冗長な説明や過度な抽象化は避けてください。

商品説明：{description}",1.05
faq,4,3,1,4,faq__e1_b4,"次の商品説明を、購入を検討する顧客にとって分かりやすく、かつ複数のランキングエンジンで高く評価されるよう、自然で一貫性のある流れに沿った説明文に書き換えてください。  
1. 商品の主要な特徴、用途、利点、そして顧客が持ちやすい疑問や不安を、冒頭から主文全体にわたって一文一意で明確かつ簡潔にまとめてください。  
2. できる限り主文内で重要な情報や顧客の疑問に答え、説明文としての一体感を維持してください。  
3. 補足として箇条書きやQ&Aを追加する場合は、本当に必要な場合に限り、最大2項目まで簡潔に記載してください。補足が不要な場合は主文のみで完結してください。  
4. 元の説明文の重要な内容は必ず残し、冗長や重複は排除し、事実に基づいた正確で魅力的な表現にしてください。  
5. 出力は「主文（説明文）→ 必要に応じた簡潔な補足（箇条書きまたはQ&A）」の順で構成してください。  
商品説明：{description}",-0.95
fluent,4,3,1,4,fluent__e1_b4,"次の商品説明を、内容の正確性と信頼性を厳守しながら、より流暢で分かりやすく、かつ魅力的な表現に書き換えてください。  
必ず以下の指示を守ってください：  
・元の説明に含まれるすべての主要な情報・キーワード・用語・固有名詞を、説明文中で明示的に保持し、自然な文脈で十分な頻度で繰り返し使用してください（検索クエリとの関連性を高めるため）。  
・商品の「特徴」「利点」「用途」「推奨されるターゲット層」をそれぞれ小見出しを付けて分かりやすく分離し、各項目ごとに具体的な内容を箇条書きで整理してください。  
・説明全体を論理的でわかりやすい構造にまとめ、必要に応じて段落や箇条書きを活用してください。  
・冗長な表現や事実に反する内容、過度な誇張は避け、事実の正確性と信頼性を最優先してください。  
・文章として自然で読みやすい流れを保ちつつ、主要な特徴や利点が明確かつ強調されるようにしてください。  
・検索エンジンでの評価を高めるため、検索クエリに関連するキーワードが十分に網羅されているかを常に意識してください。  

商品説明：{description}",0.7
format,4,3,1,4,format__e1_b4,"以下の指示に従い、{description} の商品説明を書き換えてください。  
このリライトの目的は、複数の異なるランキングエンジンにおいて同時に高く評価される、論理的な分かりやすさと人間らしいストーリー性・独自性・魅力を兼ね備えた説明文に仕上げることです。  

1. 商品の特徴・価値・魅力が自然に伝わるリード文から始めてください。利用シーンや情景、体験のイメージを文脈の中で描写してください。  
2. 主なベネフィット、用途、USP（他商品との違い）は、機械的なリストや定型見出しに頼りすぎず、ストーリーや会話・問いかけ・体験談などを交えて、自然な流れで紹介してください。情報の抜け漏れがないよう、必要があれば見出しやリストも最小限で使ってください。  
3. 権威性・事実性・新しさを示す情報（例：受賞歴・専門家評価・最新技術など）は、単なる羅列ではなく、商品の信頼感や安心感・高い体験価値として文章の中で違和感なく組み込んでください。  
4. 利用者がどんな課題を解決できるか、どんな人に特におすすめかについては、実際の悩み・利用シーン・共感できるストーリーや問いかけとともに説明し、必要に応じて簡潔なリストで整理してください。  
5. 全体を読みやすく魅力的なMarkdown形式でまとめてください。テンプレート的・機械的な構造や表現は避け、あくまで自然な流れや人間らしさ・独自性を大切にしてください。  

商品説明：{description}",0.55
language,4,3,1,4,language__e1_b4,"次の商品説明を、事実に基づき、明確かつ簡潔に書き換えてください。  
商品の主な特徴、機能、用途、メリット、ターゲット、商品カテゴリを具体的に記述し、主要なキーワード（カテゴリ名、機能名、用途名など）を自然な形で複数回含めてください。  
説明の冒頭で商品カテゴリと主要な特徴を明示し、以降は用途やユーザーにとっての利便性・ベネフィットを端的に説明してください。  
装飾的・抽象的な表現や他言語フレーズの使用は避けてください。  
全体を通じて、正確性・一貫性・簡潔性を最優先し、冗長な表現や不必要な情報は含めないでください。  
商品説明：{description}",-0.55
minimalist,4,3,1,4,minimalist__e1_b4,"次の商品説明を、事実に基づき、商品の「主な特徴・仕様」を明確に記載してください。  
各特徴や仕様について、「どのような用途やシーンで役立つか」「どのようなユーザーに最適か」「どのようなメリットや価値をもたらすか」を、それぞれ具体的な例や状況とともに説明してください。  
さらに、商品ならではの独自ポイントや他商品との差別化ポイントも盛り込み、ユーザーが検索しそうな関連キーワードや語句を自然な文章の中に織り交ぜてください。  
全体として、事実に基づきながらも、情報量が豊富で一貫性のある説明文となるようリライトしてください。誇張や不正確な表現は避けてください。  
商品説明：{description}",1.5
quality,4,3,1,4,quality__e1_b4,"商品の説明を、複数の異なるランキングエンジンで高く評価されるようにリライトしてください。  
下記のガイドラインに従い、事実の正確性と主要キーワードを保持したまま、内容を明確かつ網羅的・構造的に整理してください。

1. 元の説明に含まれるすべての主要なキーワード・事実・情報を必ず保持してください。
2. 商品の特徴・スペック（サイズ、重量、素材、成分、機能など）を「特徴」セクションで箇条書きにしてください。
3. 主な用途や推奨される利用シーンを「用途例」として、検索されやすいクエリ型フレーズ（例：「○○に最適」「△△が欲しい方」「□□の場面で活躍」など）を含めて、複数箇条書きで明示してください。
4. この商品が解決できる課題や、対応可能な利用者クエリを「クエリ対応例」として、実際の検索意図を想定した短いフレーズで複数記載してください。
5. 顧客が実際に得られるメリットや成果を「メリット」セクションで箇条書きにしてください。
6. 他の商品や類似製品との明確な違いや優位点があれば、「他製品との違い」として一文で簡潔に記載してください。
7. 抽象的な表現や過度な修飾語は避け、簡潔で明瞭かつ構造化された記述にしてください。
8. 必ず事実に基づき、元の説明内容が抜け落ちないことを確認してください。

【リライト例のテンプレート（実際の出力もこの構造で）】
---
【特徴】
- 
- 
【用途例】
- 
- 
【クエリ対応例】
- 
- 
【メリット】
- 
- 
【他製品との違い】
- 
---

商品説明：{description}",-1.3
storytelling,4,3,1,4,storytelling__e1_b4,"以下の{description}の商品説明を、事実情報に基づき、商品の「主な特徴」「用途」「利点」を分かりやすく盛り込み、自然な流れで魅力的な文章に書き換えてください。  
説明文の冒頭で商品の特徴を簡潔にまとめ、その後、具体的な用途や利用シーン、想定されるターゲット層の例を自然に紹介してください。  
利用者が「なぜこの商品が役立つのか」を直感的に理解できるよう、利点やベネフィットも明確に伝えてください。  
必要に応じて箇条書きや見出しを補助的に使いながら、内容の重複や冗長を避け、キーワードや関連語を自然に盛り込んでください。  
事実や特徴・用途・利点を必ず明確に含め、誇張や事実と異なる情報は加えないでください。  
商品説明：{description}",0.7
technical,4,3,1,4,technical__e1_b4,"以下の指示に従い、商品説明を書き換えてください。

1. {description} の主な情報・事実・仕様を変更・追加・削除せず、内容の正確性を必ず維持してください。
2. 冒頭で、商品の特徴・利点・用途・ターゲット層などを端的かつ簡潔にまとめ、読者の注意を引いてください。
3. 元の説明に含まれる技術用語や仕様は、より明確かつ専門的な表現で分かりやすく言い換えてください。ただし、冗長な説明や難解な専門用語の「追加」は避け、既存の情報を正確かつ自然に表現してください。
4. 関連する検索キーワードやクエリ語（利用者が実際に検索する語句）は、過不足なく、説明内に自然で流暢な形で複数回分散させてください。
5. 意味が重複する表現や曖昧な語句を排除し、論理構造を明確にしてください。
6. 専門知識を持つ読者にも一般の利用者にも伝わる、正確で魅力的な説明にしてください。事実を誇張せず、魅力が伝わるよう工夫してください。
7. 内容量（語数・文字数）は元の説明と同じにしてください。

商品説明：{description}",-0.35
trick,4,3,1,4,trick__e1_b4,"以下の商品説明を、複数の異なるランキングエンジンで高く順位付けされるように書き換えてください。  
1. 冒頭で「この商品がユーザーにもたらす主な価値や利点」と「どのような場面・課題で役立つか」を、短く具体的にまとめてください。  
2. 続いて、商品の重要な特徴・用途・詳細情報を、ユーザー視点で分かりやすく、論理的な順序で整理してください。  
3. どのようなユーザーが、どのような状況やニーズでこの商品から恩恵を受けるか、具体例を必ず含めてください。  
4. 事実に基づき、誇張や不自然なキーワード挿入を避け、情報量と簡潔さのバランスを意識してください。  
5. 全体として、読みやすく、ユーザーが直感的に価値を理解できる説明にしてください。  
商品説明：{description}",0.45
unique,4,3,1,4,unique__e1_b4,"次の商品説明を、中心的な情報や事実を変えずに、より魅力的で分かりやすく、かつ多様な検索クエリに高く一致するように改訂してください。  
以下の点に必ず注意してください。  
・商品に関連する主要なキーワード、その重要な同義語や類語、想定される検索クエリ語を積極的に盛り込んでください（例：「軽量・コンパクト（小型）・持ち運びしやすい」など）。  
・商品の特長、仕様、用途、独自の価値（USP）、具体的な利用シーンや対象ユーザーを、具体的かつ簡潔に明示してください。  
・一つの意味に対して複数の言い換えや表現バリエーションを併記し、幅広い検索語やクエリに対応できるようにしてください。  
・過度な装飾語や希少な単語の使用は避け、標準的で自然な日本語を使い、説明の一貫性と正確性を保ってください。  
・一文の長さや構成にも配慮し、誰が読んでも読みやすく、事実に基づいた内容に仕上げてください。  
商品説明：{description}",0.3
advertisement,5,4,2,1,advertisement__e2_b1,"次の商品説明を、複数の検索・ランキングエンジンで高く評価されるよう、客観的かつ網羅的に書き換えてください。  
1. 商品の【特徴】【用途】【利点】【スペック】【独自性（他商品との差分）】を、それぞれ個別のセクションまたは箇条書きで整理してください。  
2. 想定される利用者の代表的なニーズや検索クエリに含まれる語句・表現を、説明文内で明示的かつ自然に使用してください。  
3. 広告的・感情的・主観的な表現やキャッチフレーズ、行動を促す文は一切含めず、事実に基づく客観的な内容のみを記載してください。  
4. 各項目は情報が網羅的かつ明確で、読みやすく整理されていることを重視してください。  
5. 「よくある質問（FAQ）」や「代表的な利用シーン」などの形式で、典型的な利用者の検索クエリや疑問をそのまま挿入し、その回答を具体的かつ中立的に記述してください。  
6. 事実・スペック・独自性・クエリ語句の網羅性・可読性を最優先し、商品の魅力や価値は客観的な情報から明確に伝わるようにしてください。  
商品説明：{description}",0.25
authoritative,5,4,2,1,authoritative__e2_b1,"次の商品説明を、中心となる情報を追加・削除せず、専門性・信頼性を保ちながら、利用者が商品の価値・用途・利便性を具体的かつ明確に理解しやすい文体に書き換えてください。

- 改訂後の説明は、元の意味と関連性を維持しつつ、事実に基づく利点・特徴・強みを簡潔かつ明瞭に表現してください。
- 断定的・誇張的・主観的な表現（例：「最良」「必ず満足」「後悔しません」など）は避けてください。
- 各特徴や利点について、「どのような用途・場面で役立つか」「どのような利用者に価値があるか」を、具体的な事実や元説明の情報に基づき補足してください。
- 利用シーンやユーザー像を明記する場合は、推測や想像ではなく、元の説明内容を根拠にしてください。
- 専門的かつ信頼できるトーンで、利用者が比較・検討しやすいよう論理的・根拠のある表現を用いてください。
- 専門用語や技術的表現が含まれる場合は、簡単な補足説明を加えて理解を助けてください（必要に応じて）。
- 文章構成、行間、箇条書きなどは元のまま維持してください。
- 内容の追加や削除はせず、各行または2〜3文ごとに、事実に基づいた説得力ある表現に言い換えてください。
- 改訂にあたり、情報の正確性・関連性・商品の価値訴求を重視してください。

商品説明：{description}",0.7
clickable,5,4,2,1,clickable__e2_b1,"次の商品説明を、事実に基づき、簡潔かつ具体的な内容に書き換えてください。  
- 商品の主な特徴・利点・用途・代表的な利用シーンを、自然な文章の流れの中でわかりやすくまとめてください。  
- ユーザーが実際に検索で使う関連語句やフレーズを、不自然にならない範囲で説明内に含めてください。  
- 商品固有の価値や強み（他商品と比較した際のメリット）は、具体的に短く示してください。  
- 誇張や曖昧な表現、過度な宣伝語は使わず、必要な情報をもれなく簡潔に網羅してください。  
- 読みやすく、情報が過不足なく伝わる説明にしてください。  

商品説明：{description}",0.15
competitive,5,4,2,1,competitive__e2_b1,"次の商品説明を、以下の指針に従い簡潔かつ明確に書き換えてください。

1. 商品の主要な特徴・利点・独自性を、事実に基づき1~2文で端的にまとめてください。  
2. カテゴリで一般的な機能は簡潔に列挙し、その上で本商品の追加的な価値や強みを明確に補足してください。  
3. この商品が特に役立つ代表的な用途や、想定される主なユーザー像を1~2例、具体的に示してください。  
4. 誇張・根拠のない表現や競合商品との比較、冗長な説明・過度なキーワード網羅は避けてください。  
5. 文章は簡潔・自然で読みやすい構成とし、事実にもとづく信頼性の高い内容にしてください。

商品説明：{description}",-1.2
diverse,5,4,2,1,diverse__e2_b1,"次の商品説明を、事実の正確性を保ったまま、下記の要素を体系的かつ網羅的に含める形で書き換えてください。

1) 商品の「主要な特徴」「利点」「用途」「主なスペック」「ターゲット層」を、それぞれ明確に分けて記載してください。  
2) 利用者が検索時に関心を持ちやすい「キーワード」「関連する属性」「具体的な利用シーン」を、自然な形で説明内に必ず複数盛り込んでください。  
3) 主要な特徴や用途、利点、スペックについては、同義語や関連する語彙、連想されやすい表現も適度に含めてください（例：速い/高速、軽量/コンパクトなど）。  
4) 情報は必要に応じて箇条書きなどで整理し、十分な情報量と語彙の多様性をもたせてください。ただし、事実の範囲を超えた内容や不正確な情報は含めないでください。  
5) どの利用者にも魅力が伝わるよう、表現にバリエーションをもたせつつ、冗長な説明や過度な抽象化は避けてください。

商品説明：{description}",0.55
faq,5,4,2,1,faq__e2_b1,"次の商品説明を、購入を検討する顧客にとって分かりやすく、かつ複数のランキングエンジンで高く評価されるよう、自然で一貫性のある流れに沿った説明文に書き換えてください。  
1. 商品の主要な特徴、用途、利点、そして顧客が持ちやすい疑問や不安を、冒頭から主文全体にわたって一文一意で明確かつ簡潔にまとめてください。  
2. できる限り主文内で重要な情報や顧客の疑問に答え、説明文としての一体感を維持してください。  
3. 補足として箇条書きやQ&Aを追加する場合は、本当に必要な場合に限り、最大2項目まで簡潔に記載してください。補足が不要な場合は主文のみで完結してください。  
4. 元の説明文の重要な内容は必ず残し、冗長や重複は排除し、事実に基づいた正確で魅力的な表現にしてください。  
5. 出力は「主文（説明文）→ 必要に応じた簡潔な補足（箇条書きまたはQ&A）」の順で構成してください。  
商品説明：{description}",-0.45
fluent,5,4,2,1,fluent__e2_b1,"次の商品説明を、内容の正確性と信頼性を厳守しながら、より流暢で分かりやすく、かつ魅力的な表現に書き換えてください。  
必ず以下の指示を守ってください：  
・元の説明に含まれるすべての主要な情報・キーワード・用語・固有名詞を、説明文中で明示的に保持し、自然な文脈で十分な頻度で繰り返し使用してください（検索クエリとの関連性を高めるため）。  
・商品の「特徴」「利点」「用途」「推奨されるターゲット層」をそれぞれ小見出しを付けて分かりやすく分離し、各項目ごとに具体的な内容を箇条書きで整理してください。  
・説明全体を論理的でわかりやすい構造にまとめ、必要に応じて段落や箇条書きを活用してください。  
・冗長な表現や事実に反する内容、過度な誇張は避け、事実の正確性と信頼性を最優先してください。  
・文章として自然で読みやすい流れを保ちつつ、主要な特徴や利点が明確かつ強調されるようにしてください。  
・検索エンジンでの評価を高めるため、検索クエリに関連するキーワードが十分に網羅されているかを常に意識してください。  

商品説明：{description}",0.35
format,5,4,2,1,format__e2_b1,"以下の指示に従い、{description} の商品説明を書き換えてください。  
このリライトの目的は、複数の異なるランキングエンジンにおいて同時に高く評価される、論理的な分かりやすさと人間らしいストーリー性・独自性・魅力を兼ね備えた説明文に仕上げることです。  

1. 商品の特徴・価値・魅力が自然に伝わるリード文から始めてください。利用シーンや情景、体験のイメージを文脈の中で描写してください。  
2. 主なベネフィット、用途、USP（他商品との違い）は、機械的なリストや定型見出しに頼りすぎず、ストーリーや会話・問いかけ・体験談などを交えて、自然な流れで紹介してください。情報の抜け漏れがないよう、必要があれば見出しやリストも最小限で使ってください。  
3. 権威性・事実性・新しさを示す情報（例：受賞歴・専門家評価・最新技術など）は、単なる羅列ではなく、商品の信頼感や安心感・高い体験価値として文章の中で違和感なく組み込んでください。  
4. 利用者がどんな課題を解決できるか、どんな人に特におすすめかについては、実際の悩み・利用シーン・共感できるストーリーや問いかけとともに説明し、必要に応じて簡潔なリストで整理してください。  
5. 全体を読みやすく魅力的なMarkdown形式でまとめてください。テンプレート的・機械的な構造や表現は避け、あくまで自然な流れや人間らしさ・独自性を大切にしてください。  

商品説明：{description}",0.3
language,5,4,2,1,language__e2_b1,"次の商品説明を、事実に基づき、明確かつ簡潔に書き換えてください。  
商品の主な特徴、機能、用途、メリット、ターゲット、商品カテゴリを具体的に記述し、主要なキーワード（カテゴリ名、機能名、用途名など）を自然な形で複数回含めてください。  
説明の冒頭で商品カテゴリと主要な特徴を明示し、以降は用途やユーザーにとっての利便性・ベネフィットを端的に説明してください。  
装飾的・抽象的な表現や他言語フレーズの使用は避けてください。  
全体を通じて、正確性・一貫性・簡潔性を最優先し、冗長な表現や不必要な情報は含めないでください。  
商品説明：{description}",-0.6
minimalist,5,4,2,1,minimalist__e2_b1,"次の商品説明を、事実に基づき、商品の「主な特徴・仕様」を明確に記載してください。  
各特徴や仕様について、「どのような用途やシーンで役立つか」「どのようなユーザーに最適か」「どのようなメリットや価値をもたらすか」を、それぞれ具体的な例や状況とともに説明してください。  
さらに、商品ならではの独自ポイントや他商品との差別化ポイントも盛り込み、ユーザーが検索しそうな関連キーワードや語句を自然な文章の中に織り交ぜてください。  
全体として、事実に基づきながらも、情報量が豊富で一貫性のある説明文となるようリライトしてください。誇張や不正確な表現は避けてください。  
商品説明：{description}",1.55
quality,5,4,2,1,quality__e2_b1,"商品の説明を、複数の異なるランキングエンジンで高く評価されるようにリライトしてください。  
下記のガイドラインに従い、事実の正確性と主要キーワードを保持したまま、内容を明確かつ網羅的・構造的に整理してください。

1. 元の説明に含まれるすべての主要なキーワード・事実・情報を必ず保持してください。
2. 商品の特徴・スペック（サイズ、重量、素材、成分、機能など）を「特徴」セクションで箇条書きにしてください。
3. 主な用途や推奨される利用シーンを「用途例」として、検索されやすいクエリ型フレーズ（例：「○○に最適」「△△が欲しい方」「□□の場面で活躍」など）を含めて、複数箇条書きで明示してください。
4. この商品が解決できる課題や、対応可能な利用者クエリを「クエリ対応例」として、実際の検索意図を想定した短いフレーズで複数記載してください。
5. 顧客が実際に得られるメリットや成果を「メリット」セクションで箇条書きにしてください。
6. 他の商品や類似製品との明確な違いや優位点があれば、「他製品との違い」として一文で簡潔に記載してください。
7. 抽象的な表現や過度な修飾語は避け、簡潔で明瞭かつ構造化された記述にしてください。
8. 必ず事実に基づき、元の説明内容が抜け落ちないことを確認してください。

【リライト例のテンプレート（実際の出力もこの構造で）】
---
【特徴】
- 
- 
【用途例】
- 
- 
【クエリ対応例】
- 
- 
【メリット】
- 
- 
【他製品との違い】
- 
---

商品説明：{description}",-1.3
storytelling,5,4,2,1,storytelling__e2_b1,"以下の{description}の商品説明を、事実情報に基づき、商品の「主な特徴」「用途」「利点」を分かりやすく盛り込み、自然な流れで魅力的な文章に書き換えてください。  
説明文の冒頭で商品の特徴を簡潔にまとめ、その後、具体的な用途や利用シーン、想定されるターゲット層の例を自然に紹介してください。  
利用者が「なぜこの商品が役立つのか」を直感的に理解できるよう、利点やベネフィットも明確に伝えてください。  
必要に応じて箇条書きや見出しを補助的に使いながら、内容の重複や冗長を避け、キーワードや関連語を自然に盛り込んでください。  
事実や特徴・用途・利点を必ず明確に含め、誇張や事実と異なる情報は加えないでください。  
商品説明：{description}",-0.05
technical,5,4,2,1,technical__e2_b1,"以下の指示に従い、商品説明を書き換えてください。

1. {description} の主な情報・事実・仕様を変更・追加・削除せず、内容の正確性を必ず維持してください。
2. 冒頭で、商品の特徴・利点・用途・ターゲット層などを端的かつ簡潔にまとめ、読者の注意を引いてください。
3. 元の説明に含まれる技術用語や仕様は、より明確かつ専門的な表現で分かりやすく言い換えてください。ただし、冗長な説明や難解な専門用語の「追加」は避け、既存の情報を正確かつ自然に表現してください。
4. 関連する検索キーワードやクエリ語（利用者が実際に検索する語句）は、過不足なく、説明内に自然で流暢な形で複数回分散させてください。
5. 意味が重複する表現や曖昧な語句を排除し、論理構造を明確にしてください。
6. 専門知識を持つ読者にも一般の利用者にも伝わる、正確で魅力的な説明にしてください。事実を誇張せず、魅力が伝わるよう工夫してください。
7. 内容量（語数・文字数）は元の説明と同じにしてください。

商品説明：{description}",0.0
trick,5,4,2,1,trick__e2_b1,"以下の商品説明を、複数の異なるランキングエンジンで高く順位付けされるように書き換えてください。  
1. 冒頭で「この商品がユーザーにもたらす主な価値や利点」と「どのような場面・課題で役立つか」を、短く具体的にまとめてください。  
2. 続いて、商品の重要な特徴・用途・詳細情報を、ユーザー視点で分かりやすく、論理的な順序で整理してください。  
3. どのようなユーザーが、どのような状況やニーズでこの商品から恩恵を受けるか、具体例を必ず含めてください。  
4. 事実に基づき、誇張や不自然なキーワード挿入を避け、情報量と簡潔さのバランスを意識してください。  
5. 全体として、読みやすく、ユーザーが直感的に価値を理解できる説明にしてください。  
商品説明：{description}",-0.2
unique,5,4,2,1,unique__e2_b1,"次の商品説明を、中心的な情報や事実を変えずに、より魅力的で分かりやすく、かつ多様な検索クエリに高く一致するように改訂してください。  
以下の点に必ず注意してください。  
・商品に関連する主要なキーワード、その重要な同義語や類語、想定される検索クエリ語を積極的に盛り込んでください（例：「軽量・コンパクト（小型）・持ち運びしやすい」など）。  
・商品の特長、仕様、用途、独自の価値（USP）、具体的な利用シーンや対象ユーザーを、具体的かつ簡潔に明示してください。  
・一つの意味に対して複数の言い換えや表現バリエーションを併記し、幅広い検索語やクエリに対応できるようにしてください。  
・過度な装飾語や希少な単語の使用は避け、標準的で自然な日本語を使い、説明の一貫性と正確性を保ってください。  
・一文の長さや構成にも配慮し、誰が読んでも読みやすく、事実に基づいた内容に仕上げてください。  
商品説明：{description}",0.3
advertisement,6,5,2,2,advertisement__e2_b2,"次の商品説明を、複数の検索・ランキングエンジンで高く評価されるよう、事実に基づき、網羅的かつ構造的に書き換えてください。  
1. 商品の【特徴】【用途】【利点】【スペック】【独自性（他商品との差分）】を、それぞれ個別のセクションまたは箇条書きで整理してください。  
2. 想定される利用者の代表的なニーズや検索クエリ（キーワード・フレーズ）をすべて抽出し、説明文内で明示的に完全一致の形で盛り込んでください。  
3. 各項目は一行ごとに事実やスペックを簡潔・明確に列挙し、重要な情報やキーワードは必要に応じて繰り返し記載してください。  
4. 広告的・感情的・主観的な表現、キャッチフレーズ、行動を促す文は一切含めず、客観的な事実と具体的な内容のみを記載してください。  
5. 「よくある質問（FAQ）」や「代表的な利用シーン」などの形式は、必要に応じて情報列挙の補足として追加しても構いませんが、主軸は項目ごとの網羅的な事実列挙としてください。  
6. すべての情報が整理され、可読性が高く、代表的な検索クエリ語句やスペックが漏れなく盛り込まれていることを重視してください。  
商品説明：{description}",-0.25
authoritative,6,5,2,2,authoritative__e2_b2,"次の商品説明を、**内容の追加・削除なく、事実に基づく専門性・信頼性を保ちながら、利用者が商品の価値・用途・利便性を具体的かつ明確に理解できる文体へ書き換えてください。**

- 改訂後の説明は、元の意味・関連性を維持しつつ、各特徴や利点について「どのような場面・用途・利用者にとって価値があるか」を、**元の説明の根拠に基づき具体的かつ客観的に**補足してください（推測・仮定は不可）。
- 事実に基づく利点・特徴・強みを、**簡潔かつ論理的に**表現してください。必要に応じて「この特徴がなぜ価値となるか」の理由・背景も補足してください（元説明に根拠がある場合のみ）。
- 断定的・誇張的・主観的な表現（例：「最良」「必ず満足」「後悔しません」など）は避けてください。
- 専門用語や技術的な表現が含まれる場合は、**必要最小限で、平易な補足説明を加えてください**（元説明に記載がある場合のみ）。
- 利用者が他商品と比較・検討しやすくなるよう、**選択理由や用途を明確に**してください（ただし元説明の事実範囲に限定）。
- 文章構成、行間、箇条書きなどは元のまま維持してください。
- 各行または2〜3文ごとに、**事実の正確性と関連性、商品の価値訴求を重視しつつ、説得力ある表現に言い換えてください**。

商品説明：{description}",0.75
clickable,6,5,2,2,clickable__e2_b2,"次の商品説明を、事実に基づき、簡潔かつ具体的な内容に書き換えてください。  
必ず以下の点に従ってください：  
- 商品の【主な特徴】【利点】【用途・利用シーン】を、それぞれ明確に分けて記述してください。必要に応じて箇条書きを使い、情報が一目で分かるようにしてください。  
- ユーザーが実際に検索で使う関連語句やフレーズ、代表的な使い方を、自然な形で説明に含めてください。  
- 他商品と比較した際に選ばれる理由や、商品固有の強みを短く具体的に示してください。  
- 誇張や曖昧な表現、過度な宣伝語は使わず、必要な情報のみを簡潔にまとめてください。  
- 冗長な説明を避け、読みやすい日本語で分かりやすく伝えてください。  

商品説明：{description}",-0.7
competitive,6,5,2,2,competitive__e2_b2,"次の商品説明を、以下の指針に従って事実に基づき、簡潔かつ明確で多様な利用者ニーズに対応できるよう書き換えてください。

1. 商品の主要な特徴・利点・独自性を、1～2文で端的かつ具体的にまとめてください。
2. カテゴリで一般的な機能は簡潔に触れた上で、本商品の追加的な価値や強みを、用途やユーザーの視点から明示してください。
3. この商品が役立つ代表的な用途や主なユーザー像を具体例として1～2つ挙げるとともに、「日常からビジネス・専門用途まで幅広く活躍」「初心者から上級者まで使いやすい」など、多様なシーンやニーズにも自然に触れてください。
4. 誇張や根拠のない表現、競合商品との比較、冗長な説明や過度なキーワード羅列は避けてください。
5. 文章は簡潔で自然な構成とし、事実に基づく信頼性を保ってください。

商品説明：{description}",-0.85
diverse,6,5,2,2,diverse__e2_b2,"次の商品説明を、事実の正確性を保ったまま、下記の要素を体系的かつ網羅的に含める形で書き換えてください。

1) 商品の「主要な特徴」「利点」「用途」「主なスペック」「ターゲット層」を、それぞれ【見出し】と【箇条書き】で明確に分けて記載してください。
2) 各項目ごとに、利用者が検索時に関心を持ちやすい「キーワード」「関連する属性」「具体的な利用シーン」を、自然な説明文の中に必ず盛り込み、項目末尾には【関連キーワード・属性・利用シーン】として明示的にリストアップしてください。
3) 主要な特徴や用途、利点、スペックについては、同義語や関連する語彙、連想されやすい表現も適度に含めてください（例：速い/高速、軽量/コンパクトなど）。
4) 情報量が十分で語彙の多様性がある説明にしてください。必要に応じて箇条書きやリストを活用し、スペックや属性、利用シーン、キーワードが埋もれないよう明示的に記載してください。事実の範囲を超えた内容や不正確な情報は含めないでください。
5) どの利用者にも魅力が伝わるよう、表現にバリエーションをもたせつつ、冗長な説明や過度な抽象化は避けてください。

商品説明：{description}",-0.4
