reranker_label,model_display,reranker_model,prompt_id,intent_id,test_initial_long,test_optimized_long,recovery_optimized_minus_initial
Model E,GPT-5,gpt-5-2025-08-07,storytelling,INTENT-062,-2,-1,1
Model E,GPT-5,gpt-5-2025-08-07,storytelling,INTENT-063,0,0,0
Model E,GPT-5,gpt-5-2025-08-07,storytelling,INTENT-064,-8,0,8
Model E,GPT-5,gpt-5-2025-08-07,storytelling,INTENT-065,-1,0,1
Model E,GPT-5,gpt-5-2025-08-07,storytelling,INTENT-066,-2,3,5
Model E,GPT-5,gpt-5-2025-08-07,storytelling,INTENT-067,-2,-1,1
Model E,GPT-5,gpt-5-2025-08-07,storytelling,INTENT-068,0,1,1
Model E,GPT-5,gpt-5-2025-08-07,storytelling,INTENT-069,-6,0,6
Model E,GPT-5,gpt-5-2025-08-07,storytelling,INTENT-070,-5,-1,4
Model E,GPT-5,gpt-5-2025-08-07,storytelling,INTENT-071,-3,0,3
Model E,GPT-5,gpt-5-2025-08-07,storytelling,INTENT-072,-2,0,2
Model E,GPT-5,gpt-5-2025-08-07,storytelling,INTENT-073,-1,0,1
Model E,GPT-5,gpt-5-2025-08-07,storytelling,INTENT-074,-2,4,6
Model E,GPT-5,gpt-5-2025-08-07,storytelling,INTENT-075,-1,-1,0
Model E,GPT-5,gpt-5-2025-08-07,storytelling,INTENT-076,0,0,0
Model E,GPT-5,gpt-5-2025-08-07,storytelling,INTENT-077,-1,2,3
Model E,GPT-5,gpt-5-2025-08-07,storytelling,INTENT-078,-9,0,9
Model E,GPT-5,gpt-5-2025-08-07,storytelling,INTENT-079,-8,0,8
Model E,GPT-5,gpt-5-2025-08-07,storytelling,INTENT-080,-4,0,4
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-051,0,0,0
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-052,-2,0,2
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-053,-1,-1,0
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-054,0,0,0
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-055,2,2,0
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-056,0,0,0
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-057,-1,-2,-1
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-058,-5,-3,2
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-059,0,-5,-5
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-060,0,0,0
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-061,-1,0,1
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-062,-1,0,1
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-063,0,0,0
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-064,-2,-2,0
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-065,0,0,0
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-066,1,1,0
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-067,-2,2,4
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-068,1,0,-1
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-069,0,3,3
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-070,-1,-3,-2
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-071,-2,-2,0
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-072,2,0,-2
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-073,0,0,0
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-074,-1,6,7
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-075,0,0,0
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-076,0,0,0
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-077,1,0,-1
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-078,0,0,0
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-079,0,-1,-1
Model E,GPT-5,gpt-5-2025-08-07,technical,INTENT-080,-1,-1,0
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-051,0,0,0
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-052,0,-9,-9
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-053,-2,-1,1
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-054,0,0,0
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-055,2,2,0
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-056,-2,-1,1
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-057,-1,0,1
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-058,-5,0,5
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-059,-8,-5,3
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-060,0,-4,-4
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-061,-8,-1,7
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-062,0,0,0
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-063,0,0,0
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-064,-4,-2,2
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-065,-1,-1,0
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-066,-2,3,5
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-067,-2,-2,0
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-068,0,0,0
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-069,-3,-2,1
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-070,-1,-3,-2
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-071,-3,-2,1
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-072,-2,2,4
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-073,-1,0,1
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-074,-2,5,7
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-075,-1,1,2
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-076,0,1,1
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-077,-1,1,2
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-078,0,0,0
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-079,-7,-1,6
Model E,GPT-5,gpt-5-2025-08-07,trick,INTENT-080,-2,-1,1
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-051,0,0,0
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-052,0,0,0
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-053,-1,-1,0
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-054,0,0,0
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-055,1,0,-1
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-056,-1,-1,0
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-057,-1,0,1
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-058,-6,-4,2
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-059,0,0,0
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-060,0,0,0
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-061,-1,-1,0
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-062,1,0,-1
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-063,0,0,0
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-064,0,0,0
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-065,-1,0,1
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-066,3,6,3
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-067,-2,2,4
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-068,0,0,0
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-069,-1,0,1
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-070,-1,-1,0
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-071,-2,0,2
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-072,2,-1,-3
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-073,7,0,-7
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-074,6,4,-2
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-075,-1,1,2
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-076,1,0,-1
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-077,0,2,2
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-078,0,0,0
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-079,-1,0,1
Model E,GPT-5,gpt-5-2025-08-07,unique,INTENT-080,0,2,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-051,-9,0,9
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-052,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-053,-7,1,8
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-054,-1,0,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-055,0,1,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-056,-5,0,5
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-057,-7,0,7
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-058,1,1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-059,0,1,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-060,-8,-5,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-061,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-062,-3,0,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-063,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-064,-4,-3,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-065,-3,-1,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-066,0,3,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-067,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-068,-1,2,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-069,0,-1,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-070,-4,-1,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-071,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-072,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-073,-5,2,7
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-074,-8,0,8
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-075,-4,-3,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-076,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-077,-1,0,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-078,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-079,-2,-1,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,advertisement,INTENT-080,-5,0,5
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-051,0,-1,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-052,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-053,1,1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-054,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-055,-5,1,6
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-056,2,2,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-057,0,-4,-4
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-058,-5,1,6
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-059,3,0,-3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-060,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-061,0,1,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-062,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-063,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-064,-4,-2,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-065,1,-1,-2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-066,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-067,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-068,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-069,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-070,-4,-1,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-071,0,2,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-072,4,3,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-073,2,2,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-074,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-075,-4,-3,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-076,0,7,7
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-077,-1,1,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-078,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-079,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,authoritative,INTENT-080,-1,0,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-051,0,-1,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-052,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-053,-7,1,8
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-054,-3,0,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-055,1,0,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-056,1,1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-057,-7,0,7
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-058,4,2,-2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-059,1,0,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-060,-8,0,8
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-061,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-062,-3,0,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-063,0,1,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-064,-4,1,5
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-065,-3,0,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-066,0,3,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-067,0,-1,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-068,-1,0,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-069,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-070,-4,-1,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-071,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-072,0,1,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-073,-5,2,7
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-074,-2,0,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-075,-4,-3,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-076,0,7,7
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-077,-1,0,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-078,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-079,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,clickable,INTENT-080,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-051,-3,0,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-052,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-053,1,1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-054,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-055,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-056,-5,1,6
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-057,-6,-6,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-058,-5,-4,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-059,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-060,0,-4,-4
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-061,0,2,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-062,0,-2,-2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-063,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-064,1,-3,-4
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-065,-3,1,4
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-066,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-067,0,-1,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-068,0,-1,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-069,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-070,-4,-1,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-071,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-072,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-073,-5,-5,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-074,-1,0,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-075,-4,-3,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-076,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-077,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-078,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-079,-2,-1,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,competitive,INTENT-080,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-051,0,-9,-9
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-052,-2,0,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-053,1,1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-054,-1,0,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-055,1,1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-056,-5,2,7
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-057,-7,0,7
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-058,-5,2,7
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-059,0,3,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-060,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-061,0,2,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-062,-3,-3,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-063,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-064,-4,1,5
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-065,-3,-2,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-066,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-067,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-068,0,1,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-069,-2,0,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-070,-4,-1,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-071,2,9,7
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-072,0,4,4
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-073,-5,-5,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-074,-2,-2,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-075,-3,-3,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-076,7,7,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-077,-1,1,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-078,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-079,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,diverse,INTENT-080,0,3,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-051,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-052,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-053,2,1,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-054,-2,0,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-055,0,1,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-056,1,1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-057,-3,-1,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-058,2,1,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-059,3,0,-3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-060,0,-5,-5
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-061,1,1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-062,0,-3,-3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-063,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-064,-4,-4,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-065,-1,1,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-066,0,3,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-067,-1,0,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-068,-1,0,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-069,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-070,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-071,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-072,0,4,4
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-073,2,2,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-074,0,-1,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-075,-3,-3,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-076,7,7,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-077,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-078,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-079,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,faq,INTENT-080,1,0,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-051,-1,-9,-8
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-052,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-053,1,2,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-054,0,-4,-4
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-055,-1,-2,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-056,-2,1,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-057,2,-2,-4
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-058,-5,0,5
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-059,3,3,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-060,0,-5,-5
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-061,1,0,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-062,0,-1,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-063,1,0,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-064,0,-3,-3
